Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Stop Your Friendlies! #62	30 September 2022	Truth	16	30	http://start.gg/tournament/stop-your-friendlies-62-1/event/ultimate-singles	https://braacket.com/tournament/826892EE-CF54-4BF1-B6DB-C732A2ED6A98
Set Num	Winner	Loser	WS	LS	Best of	Game
1	Truth	SWIM	2	0	3	2
2	Llomomo	kogame	2	1	3	3
3	Meatflap	Gord	2	0	3	2
4	Neet	Boníek	2	0	3	2
5	Maya	TacTac	2	1	3	3
6	Yungsavage	Bunny5001	2	0	3	2
7	Violet	Yugur	2	0	3	2
8	sans.	autumn!	2	0	3	2
9	Truth	Llomomo	2	0	3	2
10	Neet	Meatflap	2	0	3	2
11	Yungsavage	Maya	2	0	3	2
12	Violet	sans.	2	1	3	3
13	Truth	Neet	3	1	5	4
14	Violet	Yungsavage	3	1	5	4
15	Truth	Violet	3	0	5	3
16	Truth	Violet	3	1	5	4
25	kogame	SWIM	2	0	3	2
26	Gord	Boníek	2	0	3	2
27	Bunny5001	TacTac	2	0	3	2
28	Yugur	autumn!	2	1	3	3
29	sans.	kogame	2	0	3	2
30	Maya	Gord	2	0	3	2
31	Meatflap	Bunny5001	2	0	3	2
32	Llomomo	Yugur	2	0	3	2
33	Maya	sans.	3	1	5	4
34	Meatflap	Llomomo	3	0	5	3
35	Neet	Maya	3	2	5	5
36	Yungsavage	Meatflap	3	2	5	5
37	Neet	Yungsavage	3	0	5	3
38	Violet	Neet	3	1	5	4
