Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Advantage State #51	08 September 2022	Lucky	51	100	http://start.gg/tournament/advantage-state-51/event/ultimate-singles	https://braacket.com/tournament/EA3932AC-0440-4427-AADE-D94E901D080C
Set Num	Winner	Loser	WS	LS	Best of	Game
2	Crime Sunday	Blaze	2	0	3	2
3	Disco	Jard	2	0	3	2
4	DNA	The Poop Lord	2	0	3	2
6	BarbNation	Chozen!	2	0	3	2
8	Rush	Gummy	2	0	3	2
10	studentX	John3:16	2	1	3	3
12	kogame	Kronk	2	0	3	2
14	Pestilence	Kelkador	2	0	3	2
16	Limbo	LumbieUwU	2	0	3	2
18	Spritemare	BigJayhawk	2	1	3	3
19	Yungsavage	Treyara	2	1	3	3
20	Cranky	Brampboy	2	0	3	2
22	spitz	icymcspicy	2	1	3	3
24	MN Aero	LaFever	2	0	3	2
26	bokobo	PJ	2	0	3	2
27	sans.	Kallen	2	0	3	2
28	A_N	Krilp	2	1	3	3
30	Jackypoo	Eth	2	0	3	2
32	Phantom	King L	2	1	3	3
33	Vivian	Crime Sunday	2	0	3	2
34	Disco	DNA	2	1	3	3
35	Drip	BarbNation	2	0	3	2
36	Franzwa	Rush	2	0	3	2
37	Maya	studentX	2	0	3	2
38	Capital G	kogame	2	0	3	2
39	Hunter	Pestilence	2	0	3	2
40	Ehis	Limbo	2	0	3	2
41	Lucky	Spritemare	2	0	3	2
42	Yungsavage	Cranky	2	0	3	2
43	AllDay	spitz	2	0	3	2
44	Neet	MN Aero	2	0	3	2
45	Thor	bokobo	2	0	3	2
46	sans.	A_N	2	0	3	2
47	Violet	Jackypoo	2	0	3	2
48	Phantom	Chan	2	0	3	2
49	Vivian	Disco	2	0	3	2
50	Drip	Franzwa	2	1	3	3
51	Maya	Capital G	2	1	3	3
52	Hunter	Ehis	2	0	3	2
53	Lucky	Yungsavage	2	0	3	2
54	Neet	AllDay	2	0	3	2
55	Thor	sans.	2	0	3	2
56	Violet	Phantom	2	0	3	2
57	Vivian	Drip	2	0	3	2
58	Maya	Hunter	2	1	3	3
59	Lucky	Neet	2	1	3	3
60	Thor	Violet	2	0	3	2
61	Maya	Vivian	3	0	5	3
62	Thor	Lucky	3	2	5	5
63	Thor	Maya	3	1	5	4
64	Lucky	Thor	3	2	5	5
65	Lucky	Thor	3	2	5	5
86	The Poop Lord	Jard	2	0	3	2
94	Treyara	Brampboy	2	0	3	2
98	Krilp	Kallen	2	0	3	2
101	Chan	Blaze	2	1	3	3
102	Jackypoo	The Poop Lord	2	0	3	2
103	A_N	Chozen!	2	1	3	3
104	bokobo	Gummy	2	0	3	2
105	MN Aero	John3:16	2	0	3	2
106	Kronk	spitz	2	1	3	3
107	Cranky	Kelkador	2	0	3	2
108	Spritemare	LumbieUwU	2	0	3	2
109	Limbo	BigJayhawk	2	0	3	2
110	Treyara	Pestilence	2	0	3	2
111	kogame	icymcspicy	2	1	3	3
112	studentX	LaFever	2	0	3	2
113	Rush	PJ	2	0	3	2
114	BarbNation	Krilp	2	0	3	2
115	DNA	Eth	2	0	3	2
116	Crime Sunday	King L	2	0	3	2
117	Jackypoo	Chan	2	1	3	3
118	bokobo	A_N	2	1	3	3
119	MN Aero	Kronk	2	1	3	3
120	Cranky	Spritemare	2	0	3	2
121	Limbo	Treyara	2	1	3	3
122	studentX	kogame	2	1	3	3
123	BarbNation	Rush	2	0	3	2
124	DNA	Crime Sunday	2	0	3	2
125	Ehis	Jackypoo	2	0	3	2
126	Capital G	bokobo	2	0	3	2
127	Franzwa	MN Aero	2	0	3	2
128	Disco	Cranky	2	0	3	2
129	Phantom	Limbo	2	1	3	3
130	sans.	studentX	2	0	3	2
131	AllDay	BarbNation	2	0	3	2
132	Yungsavage	DNA	2	1	3	3
133	Capital G	Ehis	2	1	3	3
134	Franzwa	Disco	2	0	3	2
135	sans.	Phantom	2	0	3	2
136	AllDay	Yungsavage	2	0	3	2
137	Neet	Capital G	2	0	3	2
138	Violet	Franzwa	2	1	3	3
139	Drip	sans.	2	0	3	2
140	Hunter	AllDay	2	1	3	3
142	Hunter	Drip	3	0	5	3
143	Vivian	Neet	3	0	5	3
144	Lucky	Hunter	3	2	5	5
145	Lucky	Vivian	3	2	5	5
146	Lucky	Maya	3	1	5	4
