Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Inver Grove Fights #39	05 December 2022	Meatflap	23	45	http://start.gg/tournament/inver-grove-fights-39/event/ultimate-singles	https://braacket.com/tournament/98F3737F-F50B-4D46-81FD-085EEEC9B1EC
Set Num	Winner	Loser	WS	LS	Best of	Game
2	Eth	Ms.woMAN	2	0	3	2
6	trippybutter	WalMarth	2	0	3	2
8	Crime Sunday	GreatDaneGamer	2	0	3	2
10	Tungsten'	Gummy	2	0	3	2
12	Natchy	vanbungle	2	0	3	2
14	bang	CaptainEnder401	2	0	3	2
16	BIG WILL	studentX	2	1	3	3
17	Aurokon	Eth	2	0	3	2
18	The Ashen Dragoon	JKL623	2	0	3	2
19	Jackie Peanuts	trippybutter	2	0	3	2
20	Meatflap	Crime Sunday	2	0	3	2
21	Jaaahsh	Tungsten'	2	0	3	2
22	Natchy	Blaze	2	0	3	2
23	Kareem	bang	2	0	3	2
24	Sean Sorey	BIG WILL	2	0	3	2
25	Aurokon	The Ashen Dragoon	2	0	3	2
26	Meatflap	Jackie Peanuts	2	0	3	2
27	Jaaahsh	Natchy	2	1	3	3
28	Sean Sorey	Kareem	2	1	3	3
29	Meatflap	Aurokon	3	2	5	5
30	Jaaahsh	Sean Sorey	3	0	5	3
31	Meatflap	Jaaahsh	3	1	5	4
32	Jaaahsh	Meatflap	3	0	5	3
33	Meatflap	Jaaahsh	3	2	5	5
48	BIG WILL	Ms.woMAN	2	0	3	2
50	Blaze	WalMarth	2	0	3	2
51	Tungsten'	GreatDaneGamer	2	0	3	2
52	Crime Sunday	Gummy	2	0	3	2
53	trippybutter	vanbungle	2	0	3	2
54	JKL623	CaptainEnder401	2	0	3	2
55	Eth	studentX	2	0	3	2
56	BIG WILL	bang	2	0	3	2
57	Blaze	Tungsten'	2	0	3	2
58	trippybutter	Crime Sunday	2	1	3	3
59	JKL623	Eth	2	0	3	2
60	Jackie Peanuts	BIG WILL	2	0	3	2
61	The Ashen Dragoon	Blaze	2	0	3	2
62	Kareem	trippybutter	2	0	3	2
63	JKL623	Natchy	2	0	3	2
64	The Ashen Dragoon	Jackie Peanuts	3	0	5	3
65	Kareem	JKL623	3	1	5	4
66	Sean Sorey	The Ashen Dragoon	3	1	5	4
67	Kareem	Aurokon	3	2	5	5
68	Kareem	Sean Sorey	3	2	5	5
69	Jaaahsh	Kareem	3	2	5	5
