Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Inver Grove Fights #26	23 May 2022	Failbot	24	45	http://smash.gg/tournament/inver-grove-fights-26/event/ultimate-singles	https://braacket.com/tournament/B1A70CDF-DE2F-4A4F-9FC2-5BD428C26476
Set Num	Winner	Loser	WS	LS	Best of	Game
2	Wafflemage	CJApplegate	2	1	3	3
4	Rush	WalMarth	2	0	3	2
6	Natchy	Lupe	2	0	3	2
8	BIG WILL	Leon	2	0	3	2
10	a worm	Zenon	2	1	3	3
12	REAVER	Plaph	2	0	3	2
14	ZR	mrboi	2	1	3	3
16	The Football	Blaze	2	1	3	3
17	Failbot	Wafflemage	2	0	3	2
18	GAY LORD	Rush	2	1	3	3
19	Natchy	AllDay	2	1	3	3
20	Ehis	BIG WILL	2	0	3	2
21	Violet	a worm	2	0	3	2
22	JStrudel	REAVER	2	0	3	2
23	The Ashen Dragoon	ZR	2	0	3	2
24	dabberoni	The Football	2	0	3	2
25	Failbot	GAY LORD	2	0	3	2
26	Ehis	Natchy	2	0	3	2
27	Violet	JStrudel	2	1	3	3
28	dabberoni	The Ashen Dragoon	2	1	3	3
29	Failbot	Ehis	3	0	5	3
30	Violet	dabberoni	3	2	5	5
31	Failbot	Violet	3	1	5	4
32	Failbot	Violet	3	1	5	4
49	CJApplegate	The Football	2	1	3	3
50	ZR	WalMarth	2	1	3	3
52	a worm	Leon	2	0	3	2
53	BIG WILL	Zenon	2	0	3	2
54	AllDay	Plaph	2	0	3	2
55	Rush	mrboi	2	0	3	2
56	Blaze	Wafflemage	2	0	3	2
57	ZR	CJApplegate	2	1	3	3
58	REAVER	a worm	2	0	3	2
59	AllDay	BIG WILL	2	0	3	2
60	Blaze	Rush	2	0	3	2
61	Natchy	ZR	2	0	3	2
62	REAVER	GAY LORD	2	0	3	2
63	AllDay	The Ashen Dragoon	2	0	3	2
64	Blaze	JStrudel	2	0	3	2
65	Natchy	REAVER	3	1	5	4
66	AllDay	Blaze	3	0	5	3
67	dabberoni	Natchy	3	0	5	3
68	AllDay	Ehis	3	1	5	4
69	AllDay	dabberoni	3	1	5	4
70	Violet	AllDay	3	1	5	4
