Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Freezie Friday #26 at Black Ice eSports	16 July 2022	Vivian	25	49	http://start.gg/tournament/freezie-friday-26-at-black-ice-esports/event/ultimate-singles	https://braacket.com/tournament/FB35A2D1-194B-4BD0-B101-06F0C3FB78C5
Set Num	Winner	Loser	WS	LS	Best of	Game
2	Royal	Gummy	2	0	3	2
3	MN Aero	Dravus	2	0	3	2
4	Maynnaise	Dekiller	2	0	3	2
6	Spritemare	Izzy	2	1	3	3
8	REAVER	emtea	2	0	3	2
10	Pestilence	Hammy	2	0	3	2
12	Jackypoo	PHD Juice	2	0	3	2
14	señorguava	TacTac	2	0	3	2
16	Legit	BIG PHARMA	2	1	3	3
17	Maya	Royal	2	0	3	2
18	MN Aero	Maynnaise	2	1	3	3
19	Spritemare	sans.	2	0	3	2
20	Llomomo	REAVER	2	0	3	2
21	Vivian	Pestilence	2	0	3	2
22	Kden	Jackypoo	2	0	3	2
23	Drip	señorguava	2	0	3	2
24	The Ashen Dragoon	Legit	2	0	3	2
25	Maya	MN Aero	2	0	3	2
26	Llomomo	Spritemare	2	0	3	2
27	Vivian	Kden	2	0	3	2
28	Drip	The Ashen Dragoon	2	0	3	2
29	Maya	Llomomo	3	0	5	3
30	Vivian	Drip	3	1	5	4
31	Vivian	Maya	3	2	5	5
32	Maya	Vivian	3	2	5	5
33	Vivian	Maya	3	2	5	5
44	Dekiller	Dravus	2	0	3	2
51	Legit	Gummy	2	0	3	2
52	señorguava	Dekiller	2	0	3	2
53	Jackypoo	Izzy	2	0	3	2
54	Pestilence	emtea	2	0	3	2
55	REAVER	Hammy	2	0	3	2
56	sans.	PHD Juice	2	0	3	2
57	Maynnaise	TacTac	2	1	3	3
58	Royal	BIG PHARMA	2	1	3	3
59	Legit	señorguava	2	0	3	2
60	Jackypoo	Pestilence	2	1	3	3
61	REAVER	sans.	2	1	3	3
62	Maynnaise	Royal	2	1	3	3
63	Legit	Spritemare	2	0	3	2
64	MN Aero	Jackypoo	2	0	3	2
65	The Ashen Dragoon	REAVER	2	0	3	2
66	Maynnaise	Kden	2	1	3	3
67	Legit	MN Aero	3	2	5	5
68	The Ashen Dragoon	Maynnaise	3	1	5	4
69	Drip	Legit	3	0	5	3
70	Llomomo	The Ashen Dragoon	3	2	5	5
71	Drip	Llomomo	3	0	5	3
72	Maya	Drip	3	0	5	3
