Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Stop Your Friendlies! #57	26 August 2022	Vivian	20	38	http://start.gg/tournament/stop-your-friendlies-57/event/ultimate-singles	https://braacket.com/tournament/A82DA2DF-3657-4CD1-847A-A6DCF1663777
Set Num	Winner	Loser	WS	LS	Best of	Game
2	kogame	Limbo	2	0	3	2
6	TacTac	Gummy	2	0	3	2
10	studentX	Jonastty	2	0	3	2
14	icymcspicy	dabe	2	0	3	2
17	Vivian	kogame	2	0	3	2
18	Shrumble	bokobo	2	0	3	2
19	LazyZach	TacTac	2	0	3	2
20	GAY LORD	Yungsavage	2	1	3	3
21	Truth	studentX	2	0	3	2
22	Spritemare	Rayne!	2	0	3	2
23	Meatflap	icymcspicy	2	0	3	2
24	Dadzie	BrokenSol	2	0	3	2
25	Vivian	Shrumble	2	0	3	2
26	LazyZach	GAY LORD	2	0	3	2
27	Truth	Spritemare	2	0	3	2
28	Meatflap	Dadzie	2	1	3	3
29	Vivian	LazyZach	3	0	5	3
30	Truth	Meatflap	3	0	5	3
31	Vivian	Truth	3	2	5	5
32	Vivian	Truth	3	2	5	5
41	Limbo	BrokenSol	2	0	3	2
43	Rayne!	Gummy	2	0	3	2
45	Yungsavage	Jonastty	2	0	3	2
47	bokobo	dabe	2	0	3	2
49	Limbo	icymcspicy	2	1	3	3
50	Rayne!	studentX	2	0	3	2
51	Yungsavage	TacTac	2	0	3	2
52	kogame	bokobo	2	0	3	2
53	GAY LORD	Limbo	2	1	3	3
54	Shrumble	Rayne!	2	1	3	3
55	Dadzie	Yungsavage	2	0	3	2
56	Spritemare	kogame	2	0	3	2
57	Shrumble	GAY LORD	3	2	5	5
58	Dadzie	Spritemare	3	0	5	3
59	Meatflap	Shrumble	3	0	5	3
60	Dadzie	LazyZach	3	2	5	5
61	Meatflap	Dadzie	3	1	5	4
62	Truth	Meatflap	3	1	5	4
