Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Stop Your Friendlies! #55	12 August 2022	Thor	23	44	http://start.gg/tournament/stop-your-friendlies-55/event/ultimate-singles	https://braacket.com/tournament/15626F75-B3B6-4824-967D-00F3F500E0F3
Set Num	Winner	Loser	WS	LS	Best of	Game
2	GAY LORD	kogame	2	1	3	3
6	BrokenSol	Fil	2	0	3	2
8	Spritemare	jshot	2	1	3	3
10	Rayne!	jomb	2	0	3	2
12	skippychompy	M0ns00n	2	0	3	2
14	icymcspicy	Maestro	2	1	3	3
16	darkdoger	Kelkador	2	0	3	2
17	Thor	GAY LORD	2	0	3	2
18	The Ashen Dragoon	Senam	2	0	3	2
19	Yungsavage	BrokenSol	2	0	3	2
20	Dadzie	Spritemare	2	0	3	2
21	Ventura	Rayne!	2	0	3	2
22	Disco	skippychompy	2	0	3	2
23	Meatflap	icymcspicy	2	0	3	2
24	darkdoger	Camden	2	0	3	2
25	Thor	The Ashen Dragoon	2	0	3	2
26	Dadzie	Yungsavage	2	1	3	3
27	Ventura	Disco	2	0	3	2
28	Meatflap	darkdoger	2	0	3	2
29	Thor	Dadzie	3	1	5	4
30	Meatflap	Ventura	3	0	5	3
31	Thor	Meatflap	3	1	5	4
32	Thor	Meatflap	3	2	5	5
47	Camden	kogame	2	1	3	3
49	skippychompy	Fil	2	0	3	2
50	Rayne!	jshot	2	0	3	2
51	Spritemare	jomb	2	0	3	2
52	BrokenSol	M0ns00n	2	0	3	2
53	Senam	Maestro	2	0	3	2
54	GAY LORD	Kelkador	2	0	3	2
55	Camden	icymcspicy	2	0	3	2
56	Rayne!	skippychompy	2	1	3	3
57	BrokenSol	Spritemare	2	0	3	2
58	GAY LORD	Senam	2	0	3	2
59	Yungsavage	Camden	2	0	3	2
60	Rayne!	The Ashen Dragoon	2	1	3	3
61	darkdoger	BrokenSol	2	0	3	2
62	GAY LORD	Disco	2	1	3	3
63	Rayne!	Yungsavage	3	2	5	5
64	darkdoger	GAY LORD	3	1	5	4
65	Ventura	Rayne!	3	0	5	3
66	Dadzie	darkdoger	3	0	5	3
67	Ventura	Dadzie	3	0	5	3
68	Meatflap	Ventura	3	1	5	4
