Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Inver Grove Fights #29	11 July 2022	Meatflap	23	45	http://start.gg/tournament/inver-grove-fights-29/event/ultimate-singles	https://braacket.com/tournament/FE88FB40-02BC-472A-9EF5-421054575A41
Set Num	Winner	Loser	WS	LS	Best of	Game
2	WalMarth	vanbungle	2	0	3	2
6	Mama	Zenon	2	0	3	2
8	a worm	Leon	2	0	3	2
10	Hunna	Gummy	2	0	3	2
12	BIG WILL	Lupe	2	0	3	2
14	Yowchie	studentX	2	1	3	3
16	Haus	Phoenix	2	0	3	2
17	Failbot	WalMarth	2	0	3	2
18	Rush	Blaze	2	1	3	3
19	Yungsavage	Mama	2	0	3	2
20	sans.	a worm	2	0	3	2
21	Violet	Hunna	2	0	3	2
22	skippychompy	BIG WILL	2	0	3	2
23	Meatflap	Yowchie	2	0	3	2
24	Jackypoo	Haus	2	1	3	3
25	Failbot	Rush	2	0	3	2
26	sans.	Yungsavage	2	1	3	3
27	skippychompy	Violet	2	1	3	3
28	Meatflap	Jackypoo	2	0	3	2
29	Failbot	sans.	3	0	5	3
30	Meatflap	skippychompy	3	0	5	3
31	Meatflap	Failbot	3	1	5	4
32	Failbot	Meatflap	3	1	5	4
33	Meatflap	Failbot	3	2	5	5
48	Haus	vanbungle	2	0	3	2
50	BIG WILL	Zenon	2	1	3	3
51	Hunna	Leon	2	0	3	2
52	a worm	Gummy	2	0	3	2
53	Mama	Lupe	2	0	3	2
54	Blaze	studentX	2	0	3	2
55	Phoenix	WalMarth	2	1	3	3
56	Haus	Yowchie	2	0	3	2
57	BIG WILL	Hunna	2	0	3	2
58	Mama	a worm	2	0	3	2
59	Blaze	Phoenix	2	0	3	2
60	Yungsavage	Haus	2	0	3	2
61	Rush	BIG WILL	2	1	3	3
62	Mama	Jackypoo	2	1	3	3
63	Violet	Blaze	2	0	3	2
64	Yungsavage	Rush	3	0	5	3
65	Violet	Mama	3	1	5	4
66	Yungsavage	skippychompy	3	1	5	4
67	Violet	sans.	3	1	5	4
68	Violet	Yungsavage	3	2	5	5
69	Failbot	Violet	3	1	5	4
