Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Freezie Friday #24 at Black Ice eSports	25 June 2022	GodIMissHer	47	92	http://start.gg/tournament/freezie-friday-24-at-black-ice-esports/event/ultimate-singles	https://braacket.com/tournament/E8232CEF-B297-440A-A86F-A929D9ED22A0
Set Num	Winner	Loser	WS	LS	Best of	Game
2	studentX	emtea	2	1	3	3
6	AceGriddles	Legit	2	0	3	2
8	skippychompy	Chance Wyatt	2	0	3	2
10	Fil	seepy,	2	0	3	2
12	Maynnaise	Leon	2	0	3	2
14	Crime Sunday	BIG PHARMA	2	1	3	3
16	Mailiam	somedonkus	2	0	3	2
18	Wilk	Zigglet	2	1	3	3
20	Uckle!	Phoenix	2	0	3	2
22	JustHANO	Segastar	2	1	3	3
24	Rush	Rocky	2	0	3	2
26	OzMockman	Honeysmoo	2	0	3	2
28	GE3SEU	Lupe	2	0	3	2
30	spitz	Gummy	2	0	3	2
32	Spritemare	beanboy	2	0	3	2
33	GodIMissHer	studentX	2	0	3	2
34	Camden	bokobo	2	1	3	3
35	Kden	AceGriddles	2	1	3	3
36	sans.	skippychompy	2	0	3	2
37	Lucky	Fil	2	0	3	2
38	Maynnaise	Hype2Hard	2	0	3	2
39	Ehis	Crime Sunday	2	0	3	2
40	Mailiam	Blaze	2	0	3	2
41	loaf	Wilk	2	0	3	2
42	Uckle!	REAVER	2	1	3	3
43	Disco	JustHANO	2	0	3	2
44	Llomomo	Rush	2	0	3	2
45	Stealth_Pilot	OzMockman	2	0	3	2
46	Faucet	GE3SEU	2	0	3	2
47	Dadzie	spitz	2	0	3	2
48	Yungsavage	Spritemare	2	0	3	2
49	GodIMissHer	Camden	2	0	3	2
50	sans.	Kden	2	0	3	2
51	Lucky	Maynnaise	2	0	3	2
52	Ehis	Mailiam	2	0	3	2
53	loaf	Uckle!	2	0	3	2
54	Llomomo	Disco	2	0	3	2
55	Stealth_Pilot	Faucet	2	0	3	2
56	Dadzie	Yungsavage	2	0	3	2
57	GodIMissHer	sans.	2	0	3	2
58	Lucky	Ehis	2	1	3	3
59	loaf	Llomomo	2	0	3	2
60	Stealth_Pilot	Dadzie	2	0	3	2
61	GodIMissHer	Lucky	3	1	5	4
62	loaf	Stealth_Pilot	3	0	5	3
63	GodIMissHer	loaf	3	1	5	4
64	GodIMissHer	loaf	3	2	5	5
95	Spritemare	emtea	2	0	3	2
97	Legit	GE3SEU	2	0	3	2
98	OzMockman	Chance Wyatt	2	0	3	2
99	Rush	seepy,	2	0	3	2
100	JustHANO	Leon	2	0	3	2
101	REAVER	BIG PHARMA	2	0	3	2
102	Wilk	somedonkus	2	0	3	2
104	Crime Sunday	Phoenix	2	0	3	2
105	Hype2Hard	Segastar	2	0	3	2
106	Fil	Rocky	2	0	3	2
107	skippychompy	Honeysmoo	2	0	3	2
108	AceGriddles	Lupe	2	0	3	2
109	bokobo	Gummy	2	0	3	2
110	studentX	beanboy	2	0	3	2
111	Spritemare	spitz	2	0	3	2
112	Legit	OzMockman	2	0	3	2
113	JustHANO	Rush	2	0	3	2
114	REAVER	Wilk	2	1	3	3
115	Zigglet	Crime Sunday	2	1	3	3
116	Hype2Hard	Fil	2	0	3	2
117	AceGriddles	skippychompy	2	1	3	3
118	studentX	bokobo	2	1	3	3
119	Mailiam	Spritemare	2	1	3	3
120	Maynnaise	Legit	2	0	3	2
121	JustHANO	Kden	2	0	3	2
122	Camden	REAVER	2	0	3	2
123	Yungsavage	Zigglet	2	1	3	3
124	Hype2Hard	Faucet	2	1	3	3
125	Disco	AceGriddles	2	0	3	2
126	Uckle!	studentX	2	0	3	2
127	Maynnaise	Mailiam	2	1	3	3
128	Camden	JustHANO	2	1	3	3
129	Hype2Hard	Yungsavage	2	1	3	3
130	Disco	Uckle!	2	0	3	2
131	Maynnaise	Llomomo	2	1	3	3
132	Dadzie	Camden	2	1	3	3
133	sans.	Hype2Hard	2	0	3	2
134	Ehis	Disco	2	1	3	3
135	Dadzie	Maynnaise	3	0	5	3
136	Ehis	sans.	3	1	5	4
137	Lucky	Dadzie	3	1	5	4
138	Ehis	Stealth_Pilot	3	2	5	5
139	Lucky	Ehis	3	1	5	4
140	loaf	Lucky	3	0	5	3
