Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Inver Grove Fights #31	01 August 2022	Meatflap	24	64	http://start.gg/tournament/inver-grove-fights-31/event/ultimate-singles	https://braacket.com/tournament/D98AA37D-A3E8-445A-B2CC-2712E02F14A4
Set Num	Winner	Loser	WS	LS	Best of	Game	**MULTIPLE BRACKET PHASES**
1	Geyser	vanbungle	2	0	3	2
2	Gummy	Lupe	2	0	3	2
2	Phantom	The Ashen Dragoon	2	1	3	3
3	Meatflap	vanbungle	2	0	3	2
4	Geyser	Gummy	2	0	3	2
5	Meatflap	Lupe	2	0	3	2
5	Phantom	Meatflap	3	0	5	3
6	Gummy	vanbungle	2	1	3	3
6	Sean Sorey	Blaze	3	0	5	3
7	Meatflap	Gummy	2	0	3	2
7	Sean Sorey	Phantom	3	0	5	3
8	Geyser	Lupe	2	0	3	2
8	Meatflap	Sean Sorey	3	1	5	4
9	Meatflap	Geyser	2	0	3	2
9	Meatflap	Sean Sorey	3	0	5	3
10	vanbungle	Lupe	2	1	3	3
11	Jackypoo	Chicken Nuggets	2	0	3	2
12	//JumpMan//	HaroonChan	2	0	3	2
13	Sean Sorey	Chicken Nuggets	2	0	3	2
14	Jackypoo	//JumpMan//	2	0	3	2
15	Sean Sorey	HaroonChan	2	0	3	2
16	//JumpMan//	Chicken Nuggets	2	1	3	3
17	Sean Sorey	//JumpMan//	2	0	3	2
18	Jackypoo	HaroonChan	2	1	3	3
18	AllDay	CoeZ	2	0	3	2
19	Sean Sorey	Jackypoo	2	0	3	2
19	Geyser	IciclePop0K	2	1	3	3
20	HaroonChan	Chicken Nuggets	2	0	3	2
20	Zenon	Jackypoo	2	1	3	3
21	Blaze	IciclePop0K	2	1	3	3
21	BIG WILL	Gummy	2	0	3	2
22	MTroll	Familiar_Nobody	2	0	3	2
22	AllDay	//JumpMan//	2	0	3	2
23	AllDay	IciclePop0K	2	0	3	2
23	The Ashen Dragoon	Geyser	2	1	3	3
24	Blaze	MTroll	2	0	3	2
24	Natchy	Zenon	2	1	3	3
25	AllDay	Familiar_Nobody	2	0	3	2
25	AllDay	BIG WILL	3	0	5	3
26	IciclePop0K	MTroll	2	0	3	2
26	The Ashen Dragoon	Natchy	3	0	5	3
27	AllDay	MTroll	2	0	3	2
27	Meatflap	AllDay	3	0	5	3
28	Blaze	Familiar_Nobody	2	0	3	2
28	The Ashen Dragoon	Blaze	3	0	5	3
29	Blaze	AllDay	2	1	3	3
29	Meatflap	The Ashen Dragoon	3	2	5	5
30	IciclePop0K	Familiar_Nobody	2	0	3	2
30	Meatflap	Phantom	3	0	5	3
32	Zenon	WalMarth	2	0	3	2
33	Phantom	Phoenix	2	0	3	2
34	Zenon	BIG WILL	2	0	3	2
35	Phantom	WalMarth	2	0	3	2
36	Zenon	Phoenix	2	0	3	2
37	Phantom	Zenon	2	0	3	2
38	BIG WILL	WalMarth	2	0	3	2
39	Phantom	BIG WILL	2	0	3	2
40	WalMarth	Phoenix	2	0	3	2
41	The Ashen Dragoon	CoeZ	2	0	3	2
42	Natchy	a worm	2	1	3	3
43	The Ashen Dragoon	a worm	2	0	3	2
44	CoeZ	Natchy	2	1	3	3
45	The Ashen Dragoon	Natchy	2	1	3	3
46	CoeZ	a worm	2	0	3	2
