Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Advantage State #43	14 July 2022	loaf	54	106	http://start.gg/tournament/advantage-state-43/event/ultimate-singles	https://braacket.com/tournament/B1CA61CA-1ECD-44A1-B2A0-FC9138AE4EA6
Set Num	Winner	Loser	WS	LS	Best of	Game
2	REAVER	NIKANA	2	0	3	2
3	Limbo	Jaycooh	2	0	3	2
4	Bubswah	JKDhero	2	1	3	3
6	Cranky	Fette	2	1	3	3
8	skippychompy	studentX	2	0	3	2
10	Blaze	RoboPanda	2	0	3	2
11	Meatflap	GMT	2	0	3	2
12	Kingdra	Gummy	2	0	3	2
14	Jackypoo	Mailiam	2	0	3	2
15	Vomit	DefectoAce	2	0	3	2
16	Camden	lunchtime	2	0	3	2
18	Roll	Rock	2	1	3	3
19	Drip	Quank	2	0	3	2
20	Yungsavage	Divine	2	0	3	2
22	spitz	FriedBagel	2	0	3	2
24	Uckle!	BIG PHARMA	2	0	3	2
26	SaintCD	WEET THINS	2	1	3	3
27	Ehis	Invader_Palito	2	0	3	2
28	Arcato	sans.	2	1	3	3
30	Spritemare	Haus	2	1	3	3
31	Violet	wish	2	0	3	2
32	Phantom	BarbNation	2	1	3	3
33	GodIMissHer	REAVER	2	1	3	3
34	Bubswah	Limbo	2	0	3	2
35	Hunter	Cranky	2	0	3	2
36	Maya	skippychompy	2	1	3	3
37	Lucky	Blaze	2	0	3	2
38	Meatflap	Kingdra	2	0	3	2
39	stevenshark	Jackypoo	2	0	3	2
40	Vomit	Camden	2	0	3	2
41	Failbot	Roll	2	1	3	3
42	Drip	Yungsavage	2	0	3	2
43	Truth	spitz	2	0	3	2
44	Ventura	Uckle!	2	0	3	2
45	loaf	SaintCD	2	0	3	2
46	Ehis	Arcato	2	0	3	2
47	Thor	Spritemare	2	0	3	2
48	Violet	Phantom	2	1	3	3
49	GodIMissHer	Bubswah	2	0	3	2
50	Maya	Hunter	2	1	3	3
51	Lucky	Meatflap	2	1	3	3
52	Vomit	stevenshark	2	0	3	2
53	Failbot	Drip	2	0	3	2
54	Truth	Ventura	2	0	3	2
55	loaf	Ehis	2	0	3	2
56	Violet	Thor	2	0	3	2
57	Maya	GodIMissHer	2	0	3	2
58	Lucky	Vomit	2	0	3	2
59	Failbot	Truth	2	1	3	3
60	loaf	Violet	2	1	3	3
61	Lucky	Maya	3	2	5	5
62	loaf	Failbot	3	0	5	3
63	loaf	Lucky	3	1	5	4
64	loaf	Lucky	3	2	5	5
88	Jaycooh	JKDhero	2	1	3	3
92	GMT	Gummy	2	0	3	2
94	DefectoAce	lunchtime	2	0	3	2
96	Quank	Divine	2	0	3	2
100	sans.	Invader_Palito	2	0	3	2
102	BarbNation	wish	2	0	3	2
103	Phantom	NIKANA	2	0	3	2
104	Spritemare	Jaycooh	2	1	3	3
105	Arcato	Fette	2	1	3	3
106	SaintCD	studentX	2	0	3	2
107	RoboPanda	Uckle!	2	1	3	3
108	GMT	spitz	2	0	3	2
109	Yungsavage	Mailiam	2	0	3	2
110	DefectoAce	Roll	2	0	3	2
111	Camden	Rock	2	1	3	3
112	Jackypoo	Quank	2	1	3	3
113	Kingdra	FriedBagel	2	0	3	2
114	Blaze	BIG PHARMA	2	0	3	2
115	WEET THINS	skippychompy	2	0	3	2
116	sans.	Cranky	2	0	3	2
117	Limbo	Haus	2	0	3	2
118	REAVER	BarbNation	2	0	3	2
119	Phantom	Spritemare	2	0	3	2
120	Arcato	SaintCD	2	1	3	3
121	RoboPanda	GMT	2	0	3	2
122	Yungsavage	DefectoAce	2	0	3	2
123	Camden	Jackypoo	2	1	3	3
124	Kingdra	Blaze	2	1	3	3
125	sans.	WEET THINS	2	0	3	2
126	Limbo	REAVER	2	1	3	3
127	stevenshark	Phantom	2	1	3	3
128	Meatflap	Arcato	2	0	3	2
129	Hunter	RoboPanda	2	0	3	2
130	Bubswah	Yungsavage	2	0	3	2
131	Thor	Camden	2	0	3	2
132	Ehis	Kingdra	2	0	3	2
133	Ventura	sans.	2	0	3	2
134	Drip	Limbo	2	0	3	2
135	Meatflap	stevenshark	2	0	3	2
136	Hunter	Bubswah	2	0	3	2
137	Thor	Ehis	2	1	3	3
138	Ventura	Drip	2	1	3	3
139	Meatflap	Truth	2	0	3	2
140	Violet	Hunter	2	1	3	3
141	Thor	GodIMissHer	2	0	3	2
142	Ventura	Vomit	2	0	3	2
143	Meatflap	Violet	3	2	5	5
144	Thor	Ventura	3	1	5	4
145	Maya	Meatflap	3	1	5	4
146	Thor	Failbot	3	0	5	3
147	Thor	Maya	3	0	5	3
148	Lucky	Thor	3	0	5	3
