Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Advantage State #49	25 August 2022	loaf	64	126	http://start.gg/tournament/advantage-state-49/event/ultimate-singles	https://braacket.com/tournament/A8242791-4B09-4637-9A03-7ED66C67DCCF
Set Num	Winner	Loser	WS	LS	Best of	Game
1	loaf	ceedyiris	2	0	3	2
2	Blaze	Abnormal	2	1	3	3
3	The Ashen Dragoon	Nooper	2	0	3	2
4	Yungsavage	Kelkador	2	1	3	3
5	Meatflap	Eth	2	0	3	2
6	sans.	Crime Sunday	2	1	3	3
7	Kareem	vanbungle	2	0	3	2
8	RoboPanda	BIG WILL	2	0	3	2
9	Vivian	NekoKai	2	0	3	2
10	Camden	Pony	2	0	3	2
11	Capital G	cd2000	2	0	3	2
12	Captain Jett	MintyGuy700	2	0	3	2
13	Maya	Mistral	2	1	3	3
14	Phantom	KQNK	2	0	3	2
15	Drip	pikúshu	2	0	3	2
16	SeanVGM	Morgan	2	0	3	2
17	Ventura	DudeBro	2	0	3	2
18	Natchy	Kronk	2	0	3	2
19	Chan	Haus	2	0	3	2
20	Disco	Gamespeer	2	0	3	2
21	Vomit	LaFever	2	0	3	2
22	Rayne!	Roll	2	0	3	2
23	Ehis	Razzi	2	0	3	2
24	Dab Pen	spitz	2	0	3	2
25	Truth	Limbo	2	1	3	3
26	Spritemare	icymcspicy	2	0	3	2
27	AllDay	Daxe	2	1	3	3
28	Kingdra	lumenessence	2	0	3	2
29	Violet	geeb	2	0	3	2
30	trapgum	BarbNation	2	0	3	2
31	Tosty	Privé	2	1	3	3
32	Senam	Daddy Dan	2	0	3	2
33	loaf	Blaze	2	0	3	2
34	The Ashen Dragoon	Yungsavage	2	0	3	2
35	Meatflap	sans.	2	0	3	2
36	RoboPanda	Kareem	2	0	3	2
37	Vivian	Camden	2	0	3	2
38	Captain Jett	Capital G	2	0	3	2
39	Maya	Phantom	2	0	3	2
40	Drip	SeanVGM	2	0	3	2
41	Ventura	Natchy	2	0	3	2
42	Chan	Disco	2	1	3	3
43	Vomit	Rayne!	2	0	3	2
44	Ehis	Dab Pen	2	0	3	2
45	Truth	Spritemare	2	0	3	2
46	AllDay	Kingdra	2	0	3	2
47	Violet	trapgum	2	0	3	2
48	Tosty	Senam	2	1	3	3
49	loaf	The Ashen Dragoon	2	0	3	2
50	Meatflap	RoboPanda	2	0	3	2
51	Vivian	Captain Jett	2	0	3	2
52	Maya	Drip	2	1	3	3
53	Ventura	Chan	2	0	3	2
54	Vomit	Ehis	2	0	3	2
55	Truth	AllDay	2	0	3	2
56	Violet	Tosty	2	0	3	2
57	loaf	Meatflap	2	0	3	2
58	Vivian	Maya	2	0	3	2
59	Vomit	Ventura	2	1	3	3
60	Truth	Violet	2	0	3	2
61	loaf	Vivian	3	1	5	4
62	Truth	Vomit	3	0	5	3
63	loaf	Truth	3	0	5	3
64	Vivian	loaf	3	1	5	4
65	loaf	Vivian	3	2	5	5
98	Abnormal	ceedyiris	2	0	3	2
99	Nooper	Kelkador	2	0	3	2
100	Crime Sunday	Eth	2	1	3	3
101	BIG WILL	vanbungle	2	0	3	2
103	MintyGuy700	cd2000	2	0	3	2
104	Mistral	KQNK	2	1	3	3
105	Morgan	pikúshu	2	1	3	3
106	Kronk	DudeBro	2	0	3	2
107	Gamespeer	Haus	2	1	3	3
108	Roll	LaFever	2	0	3	2
109	Razzi	spitz	2	0	3	2
110	Limbo	icymcspicy	2	0	3	2
111	Daxe	lumenessence	2	0	3	2
112	BarbNation	geeb	2	0	3	2
113	Privé	Daddy Dan	2	1	3	3
114	Senam	Abnormal	2	1	3	3
115	trapgum	Nooper	2	0	3	2
116	Kingdra	Crime Sunday	2	1	3	3
117	Spritemare	BIG WILL	2	1	3	3
118	Dab Pen	Pony	2	0	3	2
119	Rayne!	MintyGuy700	2	0	3	2
120	Mistral	Disco	2	1	3	3
121	Natchy	Morgan	2	0	3	2
122	Kronk	SeanVGM	2	0	3	2
123	Phantom	Gamespeer	2	0	3	2
124	Roll	Capital G	2	1	3	3
125	Camden	Razzi	2	0	3	2
126	Kareem	Limbo	2	1	3	3
127	sans.	Daxe	2	1	3	3
128	Yungsavage	BarbNation	2	1	3	3
129	Blaze	Privé	2	0	3	2
130	Senam	trapgum	2	0	3	2
131	Kingdra	Spritemare	2	0	3	2
132	Rayne!	Dab Pen	2	0	3	2
133	Mistral	Natchy	2	0	3	2
134	Kronk	Phantom	2	0	3	2
135	Camden	Roll	2	0	3	2
136	Kareem	sans.	2	1	3	3
137	Blaze	Yungsavage	2	1	3	3
138	Drip	Senam	2	1	3	3
139	Captain Jett	Kingdra	2	0	3	2
140	Rayne!	RoboPanda	2	1	3	3
141	The Ashen Dragoon	Mistral	2	0	3	2
142	Tosty	Kronk	2	0	3	2
143	AllDay	Camden	2	1	3	3
144	Kareem	Ehis	2	1	3	3
145	Blaze	Chan	2	0	3	2
146	Captain Jett	Drip	2	0	3	2
147	Rayne!	The Ashen Dragoon	2	1	3	3
148	AllDay	Tosty	2	0	3	2
149	Kareem	Blaze	2	0	3	2
150	Ventura	Captain Jett	2	0	3	2
151	Rayne!	Violet	2	0	3	2
152	AllDay	Meatflap	2	0	3	2
153	Kareem	Maya	2	0	3	2
154	Ventura	Rayne!	3	0	5	3
155	AllDay	Kareem	3	1	5	4
156	Vivian	Ventura	3	1	5	4
157	Vomit	AllDay	3	0	5	3
158	Vivian	Vomit	3	0	5	3
159	Vivian	Truth	3	0	5	3
