Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
Leveling @ LUG #7	04 March 2023	Mistral	16	30	http://start.gg/tournament/leveling-lug-7/event/ultimate-singles	https://braacket.com/tournament/3D37FFE2-D3E9-4F30-B879-29EADCB66376
Set Num	Winner	Loser	WS	LS	Best of	Game
1	Truth	TacTac	2	1	3	3
2	Yungsavage	BarbNation	2	0	3	2
3	Mistral	spitz	2	0	3	2
4	Kareem	Gummy	2	0	3	2
5	Thor	Runa	2	0	3	2
6	Disco	Treyara	2	0	3	2
7	Meatflap	LaFever	2	0	3	2
8	Franzwa	awert	2	0	3	2
9	Truth	Yungsavage	2	0	3	2
10	Mistral	Kareem	2	1	3	3
11	Thor	Disco	2	0	3	2
12	Meatflap	Franzwa	2	0	3	2
13	Mistral	Truth	3	2	5	5
14	Thor	Meatflap	3	0	5	3
15	Mistral	Thor	3	1	5	4
16	Mistral	Thor	3	2	5	5
25	BarbNation	TacTac	2	1	3	3
26	spitz	Gummy	2	1	3	3
27	Treyara	Runa	2	0	3	2
28	awert	LaFever	2	1	3	3
29	Franzwa	BarbNation	2	0	3	2
30	Disco	spitz	2	0	3	2
31	Treyara	Kareem	2	1	3	3
32	awert	Yungsavage	2	0	3	2
33	Franzwa	Disco	3	1	5	4
34	awert	Treyara	3	2	5	5
35	Truth	Franzwa	3	1	5	4
36	Meatflap	awert	3	0	5	3
37	Truth	Meatflap	3	0	5	3
38	Thor	Truth	3	1	5	4
