Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
The Comeback! #37	10 January 2023	Failbot	16	31	http://start.gg/tournament/the-comeback-37/event/ultimate-singles	https://braacket.com/tournament/DF490FE2-30EB-4EC5-906E-B26A2F096FCD
Set Num	Winner	Loser	WS	LS	Best of	Game
1	Failbot	Toasty	2	0	3	2
2	CmB	Blaze	2	0	3	2
3	Dadzie	sans.	2	0	3	2
4	Drip	Jackypoo	2	0	3	2
5	Ventura	umfinna	2	0	3	2
6	Sean Sorey	Spritemare	2	0	3	2
7	Meatflap	BIG WILL	2	0	3	2
8	Violet	spitz	2	0	3	2
9	Failbot	CmB	2	0	3	2
10	Drip	Dadzie	2	0	3	2
11	Sean Sorey	Ventura	2	0	3	2
12	Meatflap	Violet	2	0	3	2
13	Failbot	Drip	3	0	5	3
14	Meatflap	Sean Sorey	3	0	5	3
15	Failbot	Meatflap	3	2	5	5
16	Ventura	Failbot	3	1	5	4
17	Failbot	Ventura	3	0	5	3
26	Blaze	Toasty	2	0	3	2
27	Jackypoo	sans.	2	0	3	2
28	Spritemare	umfinna	2	0	3	2
29	spitz	BIG WILL	2	0	3	2
30	Violet	Blaze	2	0	3	2
31	Ventura	Jackypoo	2	0	3	2
32	Dadzie	Spritemare	2	0	3	2
33	CmB	spitz	2	1	3	3
34	Ventura	Violet	3	0	5	3
35	Dadzie	CmB	3	1	5	4
36	Ventura	Drip	3	1	5	4
37	Dadzie	Sean Sorey	3	0	5	3
38	Ventura	Dadzie	3	0	5	3
39	Ventura	Meatflap	3	2	5	5
