Tournament Name	Date	Winner	Entrants	Sets Played	Original Link:	League Link
The Comeback! #38	17 January 2023	Stealth_Pilot	23	45	http://start.gg/tournament/the-comeback-38-1/event/ultimate-singles	https://braacket.com/tournament/BBF354B7-C4C3-433C-813E-0A2C5E92DCE9
Set Num	Winner	Loser	WS	LS	Best of	Game
2	ms.birb	Zay	2	1	3	3
6	Mailiam	slobuckets	2	0	3	2
8	CmB	Cal	2	0	3	2
10	Tungsten'	Eth	2	1	3	3
12	Spritemare	ORAForce1	2	0	3	2
14	BIG WILL	sans.	2	0	3	2
16	WhatsAKingToAGod	vanbungle	2	0	3	2
17	Truth	ms.birb	2	0	3	2
18	Shrumble	The Ashen Dragoon	2	0	3	2
19	Drip	Mailiam	2	0	3	2
20	Violet	CmB	2	0	3	2
21	Stealth_Pilot	Tungsten'	2	0	3	2
22	Spritemare	Sean Sorey	2	1	3	3
23	Meatflap	BIG WILL	2	0	3	2
24	Disco	WhatsAKingToAGod	2	0	3	2
25	Truth	Shrumble	2	0	3	2
26	Drip	Violet	2	0	3	2
27	Stealth_Pilot	Spritemare	2	1	3	3
28	Meatflap	Disco	2	0	3	2
29	Truth	Drip	3	1	5	4
30	Stealth_Pilot	Meatflap	3	2	5	5
31	Stealth_Pilot	Truth	3	2	5	5
32	Meatflap	Stealth_Pilot	3	0	5	3
33	Stealth_Pilot	Meatflap	3	2	5	5
48	WhatsAKingToAGod	Zay	2	0	3	2
50	Sean Sorey	slobuckets	2	0	3	2
51	Tungsten'	Cal	2	0	3	2
52	CmB	Eth	2	0	3	2
53	Mailiam	ORAForce1	2	0	3	2
54	The Ashen Dragoon	sans.	2	1	3	3
55	ms.birb	vanbungle	2	0	3	2
56	WhatsAKingToAGod	BIG WILL	2	1	3	3
57	Sean Sorey	Tungsten'	2	0	3	2
58	CmB	Mailiam	2	0	3	2
59	The Ashen Dragoon	ms.birb	2	0	3	2
60	Violet	WhatsAKingToAGod	2	0	3	2
61	Sean Sorey	Shrumble	2	0	3	2
62	Disco	CmB	2	0	3	2
63	Spritemare	The Ashen Dragoon	2	1	3	3
64	Violet	Sean Sorey	3	1	5	4
65	Disco	Spritemare	3	1	5	4
66	Meatflap	Violet	3	1	5	4
67	Drip	Disco	3	1	5	4
68	Meatflap	Drip	3	1	5	4
69	Meatflap	Truth	3	1	5	4
